year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,chevrolet,traverse,lt1,suv,automatic,1gnlvfed4aj238403,ca,34,127359.0,red,—,livermore toyota and livermore scion,8950,9600,17-12-2014
2010,dodge,avenger,sxt,sedan,automatic,1b3cc4fb1an131559,ca,34,119058.0,silver,black,a l financial corporation,4725,5200,17-12-2014
2010,bmw,7 series,750li,sedan,automatic,wbakb8c58acy63859,ca,37,64010.0,beige,beige,caseys cars inc,28400,28500,18-12-2014
2011,toyota,corolla,le,sedan,automatic,2t1bu4ee7bc588982,ca,28,90054.0,red,gray,toyota financial services,7625,7800,23-12-2014
2011,toyota,rav4,base,suv,automatic,2t3bf4dv6bw143926,ca,45,25227.0,black,gray,ford motor credit company llc,15300,16100,18-12-2014
2011,nissan,leaf,sl,hatchback,automatic,jn1az0cp6bt008076,ca,48,31513.0,black,gray,nissan-infiniti lt,9725,11000,16-12-2014
2011,nissan,sentra,2.0 s,sedan,unknown,3n1ab6ap2bl681087,ca,2,55739.0,silver,gray,nissan-infiniti lt,8500,7250,16-12-2014
2011,nissan,murano,sl,suv,unknown,jn8az1mu2bw067474,ca,42,41339.0,—,beige,nissan-infiniti lt,16650,21000,16-12-2014
2010,chevrolet,g1500,cargo 4x2 upfitter,unknown,automatic,1gbugeb43a1108347,ca,19,114560.0,silver,black,premium auto wholesale,13100,10300,18-12-2014
2010,audi,a4,2.0t premium,sedan,automatic,waujfafh9an010694,ca,27,38136.0,blue,black,high bid trading co inc,22600,22500,18-12-2014
2011,toyota,camry,se,sedan,automatic,4t1bf3ek5bu621955,ca,2,92494.0,white,black,santander consumer,10150,9500,18-12-2014
2011,nissan,altima,2.5,sedan,automatic,1n4al2ap3bn432354,ca,36,75965.0,—,gray,nissan motor acceptance corporation,9125,9600,17-12-2014
2010,bmw,3 series,328i,sedan,automatic,wbaph5g50anm35849,ca,2,75681.0,white,black,exeter finance corp,12100,13100,18-12-2014
2010,chevrolet,impala,lt,sedan,automatic,2g1wb5en9a1184259,ca,23,99861.0,blue,gray,cig financial,5725,4800,17-12-2014
2010,chevrolet,impala,lt,sedan,automatic,2g1wb5en8a1216540,ca,43,70367.0,white,black,exeter finance corp,6850,8600,18-12-2014
2011,volkswagen,jetta,se pzev,sedan,automatic,3vwdz7aj6bm362094,ca,19,44824.0,black,beige,remarketing by ge/flagship credit acceptance,9050,7100,23-12-2014
2011,nissan,sentra,2.0 sr,sedan,automatic,3n1ab6ap3bl724562,ca,39,32993.0,black,gray,nissan-infiniti lt,9600,10800,17-12-2014
2010,chrysler,sebring,touring,sedan,automatic,1c3cc4fbxan211350,ca,23,77659.0,white,black,santander consumer,6300,5600,18-12-2014
2011,nissan,maxima,3.5 sv,sedan,automatic,1n4aa5ap3bc863862,ca,45,32431.0,white,black,nissan-infiniti lt,16950,17500,17-12-2014
2011,nissan,armada,platinum,suv,automatic,5n1aa0nd9bn606024,ca,41,40671.0,—,black,nissan north america inc.,20900,27000,16-12-2014
2010,chevrolet,suburban,1500 lt,suv,automatic,1gnukje34ar228964,ca,22,65153.0,silver,silver,rio vista chevrolet,21600,22000,15-01-2015
2011,toyota,corolla,le,sedan,automatic,2t1bu4eexbc547732,ca,23,53157.0,gray,gray,toyota financial services,9300,8800,17-12-2014
2011,toyota,venza,base,wagon,automatic,4t3za3bb6bu047276,ca,32,33529.0,white,tan,toyota financial services,15600,15000,23-12-2014
2010,buick,lacrosse,cxl,sedan,automatic,1g4gc5eg5af145375,ca,23,102949.0,gray,beige,consumer portfolio services,9400,8400,17-12-2014
2010,chevrolet,impala,lt,sedan,automatic,2g1wb5en8a1244970,ca,34,74833.0,gray,black,jpmorgan chase bank n.a.,6650,6200,18-12-2014
2010,dodge,charger,sxt fleet,sedan,automatic,2b3ca3cv5ah302076,ca,19,95536.0,black,black,first financial credit union,8150,8800,17-12-2014
2011,toyota,camry,le,sedan,automatic,4t4bf3ek1br116677,ca,26,27957.0,white,gray,jordan auto,12050,11000,10-02-2015
2010,dodge,charger,3.5l,sedan,automatic,2b3ca2cv7ah300114,ca,4,34060.0,black,gray,bmw alphera/alphera financial services,11650,12100,17-12-2014
2011,mercedes-benz,sprinter,2500 170 wb passenger,van,automatic,wdzpe8cc1b5510299,ca,25,159193.0,silver,black,mercedes benz of laguna niguel,21400,21000,17-12-2014
2011,subaru,outback,2.5i premium,wagon,automatic,4s4brbcc7b3411201,ca,34,42814.0,gray,black,jpmorgan chase bank n.a.,16300,17250,18-12-2014
2011,nissan,altima,2.5,sedan,automatic,1n4al2ap5bn515946,ca,34,49945.0,white,gray,nissan motor acceptance corporation,10600,11800,17-12-2014
2011,nissan,sentra,2.0 sr,sedan,automatic,3n1ab6ap5bl725745,ca,36,39958.0,white,gray,nissan-infiniti lt,9250,10750,16-12-2014
2010,dodge,charger,sxt fleet,sedan,automatic,2b3ca3cv5ah308122,ca,34,94272.0,black,—,corona auto wholesale inc,8175,8700,16-12-2014
2010,bmw,3 series,328i,sedan,automatic,wbaph5g51anm70903,ca,31,86064.0,black,black,auto depot,11400,11250,18-12-2014
2010,chevrolet,silverado 1500,lt,crew cab,automatic,3gcrkse3xag108607,ca,36,45187.0,white,beige,merchants automotive group,23900,20600,23-12-2014
2011,nissan,rogue,sv,suv,unknown,jn8as5mv1bw306548,ca,42,36597.0,black,black,nissan-infiniti lt,15950,17000,16-12-2014
2010,chevrolet,colorado,work truck,extended cab,automatic,1gcktbd91a8144907,ca,28,69752.0,white,black,donlen corporation,10850,10400,18-12-2014
2010,chrysler,300,touring,sedan,automatic,2c3ca5cv9ah250014,ca,2,53275.0,gray,black,remarketing by ge/chase lease remarketing co,10600,9500,17-12-2014
2011,nissan,rogue,sv,suv,automatic,jn8as5mt4bw577506,ca,27,36296.0,black,black,nissan-infiniti lt,15000,13750,17-12-2014
2011,toyota,camry,le,sedan,automatic,4t1bf3ek5bu175709,ca,35,95309.0,gray,gray,first investors servicing corp,8725,8900,16-12-2014
2011,toyota,tacoma,prerunner v6,double cab,automatic,5tfju4gn4bx001082,ca,34,30622.0,white,gray,aaero sweet company,22600,23500,18-12-2014
2011,nissan,rogue,sv,suv,unknown,jn8as5mt4bw574458,ca,28,39832.0,black,gray,nissan-infiniti lt,14750,14000,23-12-2014
2011,toyota,rav4,limited,suv,automatic,2t3yf4dvxbw082199,ca,43,55126.0,gold,beige,ge fleet services for itself/servicer,16200,16500,16-12-2014
2011,toyota,highlander,base,suv,automatic,5tdza3eh9bs016976,ca,33,85516.0,gray,gray,skyhigh remarketing inc,16150,17500,17-12-2014
2011,nissan,maxima,3.5 sv,sedan,automatic,1n4aa5ap1bc838460,ca,35,54719.0,blue,black,nissan-infiniti lt,15350,16000,17-12-2014
2011,nissan,sentra,2.0 sr,sedan,unknown,3n1ab6ap4bl699946,ca,42,42108.0,black,gray,nissan-infiniti lt,9150,9750,16-12-2014
2011,nissan,cube,1.8 sl,wagon,automatic,jn8az2kr9bt212273,ca,19,104388.0,silver,black,jpmorgan chase bank n.a.,3475,6600,18-12-2014
2011,subaru,outback,2.5i premium,wagon,automatic,4s4brbcc3b3399922,ca,33,52980.0,blue,black,ge fleet services for itself/servicer,15400,16900,23-12-2014
2011,nissan,maxima,3.5 sv,sedan,automatic,1n4aa5ap5bc844861,ca,4,32485.0,black,black,nissan motor acceptance corporation,16950,19000,17-12-2014
2011,volkswagen,jetta,se pzev,sedan,automatic,3vwdz7aj4bm302542,ca,37,95790.0,white,black,financial services remarketing (lease),7200,8600,16-12-2014
2011,nissan,altima,2.5 s,sedan,automatic,1n4al2ap7bc177462,ca,26,47287.0,red,black,the hertz corporation,10100,10000,18-12-2014
2011,nissan,versa,1.8 s,sedan,unknown,3n1bc1ap4bl422430,ca,2,77536.0,silver,black,exeter finance corp,5850,5700,18-12-2014
2010,chrysler,sebring,touring,sedan,automatic,1c3cc4fb2an213643,ca,16,83565.0,white,black,cig financial,6225,5400,17-12-2014
2011,nissan,sentra,2.0 sr,sedan,automatic,3n1ab6ap1bl719473,ca,28,17914.0,blue,gray,nissan-infiniti lt,10300,10250,16-12-2014
2010,chevrolet,corvette,base,coupe,automatic,1g1yg2dw9a5107571,ca,45,25144.0,black,black,jaguar land rover thousand oaks,31100,30500,16-12-2014
2010,dodge,charger,sxt fleet,sedan,automatic,2b3ca3cv1ah307355,ca,27,64682.0,black,black,repo remarketing/first imperial cu,10050,11300,17-12-2014
2010,audi,a4,2.0t premium,sedan,automatic,wauefafl7an010036,ca,24,47473.0,black,beige,audi north scottsdale,15250,15000,18-12-2014
2011,toyota,camry hybrid,base,sedan,automatic,4t1bb3ek1bu141276,ca,34,83421.0,silver,—,marin auto group,13050,13000,17-12-2014
2011,mitsubishi,galant,fe,unknown,automatic,4a32b2ff8be005010,ca,26,92904.0,red,gray,gm financial,5500,3600,17-12-2014
2010,cadillac,srx,luxury,suv,automatic,3gyfnaey4as626106,ca,46,36553.0,gray,black,bmw of riverside,17900,20250,16-12-2014
2011,volkswagen,gti,autobahn pzev,hatchback,automatic,wvwhd7aj0bw166946,ca,2,18924.0,gray,black,north bakersfield toyota scion,16750,15500,23-12-2014
2011,toyota,4runner,limited,suv,automatic,jtezu5jr8b5023744,ca,4,93112.0,black,blue,ge fleet services for itself/servicer,22300,23250,18-12-2014
2011,toyota,corolla,le,sedan,automatic,2t1bu4ee7bc628588,ca,25,81105.0,gray,gray,nextgear capital,8075,7500,17-12-2014
2011,nissan,altima,2.5,sedan,automatic,1n4al2ap3bn409950,ca,38,30472.0,white,black,nissan-infiniti lt,11750,12250,16-12-2014
2011,subaru,impreza,wrx,sedan,manual,jf1gv7e62bg522943,ca,1,65983.0,gray,black,american car finance inc,16550,9250,07-01-2015
2010,chevrolet,silverado 1500,lt,crew cab,automatic,3gcrcse09ag128673,ca,36,73437.0,blue,black,jpmorgan chase bank n.a.,18300,18000,18-12-2014
2010,chevrolet,impala,lt,sedan,automatic,2g1wb5en4a1167899,ca,41,43986.0,white,gray,lbs financial credit union,8050,7900,17-12-2014
2010,bentley,continental gt speed,base,coupe,automatic,scbcp7za3ac065778,ca,3,15640.0,black,tan,porsche fin svcs dba bentley financial services,93000,96000,18-12-2014
2011,nissan,rogue,sv,suv,automatic,jn8as5mt5bw575926,ca,43,37515.0,white,gray,nissan motor acceptance corporation,14850,15300,17-12-2014
2011,nissan,leaf,sv,hatchback,automatic,jn1az0cp5bt007761,ca,27,43943.0,black,gray,nissan-infiniti lt,9200,8500,07-01-2015
2011,nissan,murano,le,suv,automatic,jn8az1mu8bw063817,ca,38,48202.0,gray,black,nissan-infiniti lt,15850,19500,16-12-2014
2011,nissan,altima,2.5,sedan,automatic,1n4al2ap7bn483291,ca,44,39215.0,beige,beige,nissan-infiniti lt,11250,12000,16-12-2014
2011,toyota,corolla,s,sedan,automatic,2t1bu4ee2bc652586,ca,19,45957.0,silver,black,tycon enterprises,10500,11100,16-12-2014
2011,nissan,sentra,2.0 s,sedan,automatic,3n1ab6ap6bl719596,ca,46,27096.0,—,gray,nissan-infiniti lt,9800,10250,23-12-2014
2010,mini,cooper,base,hatchback,automatic,wmwmf3c57atz61989,ca,31,79673.0,gray,black,american road leasing inc,7625,7800,17-12-2014
2011,nissan,sentra,2.0 sr,sedan,unknown,3n1ab6ap4bl725638,ca,19,36588.0,white,gray,nissan motor acceptance corporation,9400,8000,16-12-2014
2011,nissan,rogue,sv,suv,automatic,jn8as5mt7bw183448,ca,31,25235.0,black,black,nissan-infiniti lt,15900,16250,17-12-2014
2011,nissan,sentra,2.0 sl,sedan,automatic,3n1ab6ap8bl698511,ca,24,80429.0,black,black,west coast acceptance,6900,8300,17-12-2014
2011,nissan,murano,sl,suv,automatic,jn8az1mw9bw183840,ca,38,69268.0,white,beige,nissan-infiniti lt,17050,17500,23-12-2014
2010,chevrolet,malibu,ls,sedan,automatic,1g1zb5ebxaf212632,ca,36,78416.0,black,gray,donlen corporation,7425,8100,18-12-2014
2011,nissan,rogue,sv,suv,automatic,jn8as5mv2bw682384,ca,42,13761.0,gray,black,nissan-infiniti lt,17500,18750,16-12-2014
2010,bmw,7 series,750li,sedan,automatic,wbakb8c56acy63438,ca,19,57943.0,white,gray,financial services remarketing (lease),28800,30750,16-12-2014
2011,nissan,leaf,sl,hatchback,automatic,jn1az0cpxbt008985,ca,28,30842.0,silver,beige,nissan-infiniti lt,9775,10500,16-12-2014
2011,toyota,camry,le,sedan,automatic,4t1bf3ek7bu760873,ca,28,44746.0,silver,gray,toyota financial services,11100,11000,23-12-2014
2010,bmw,5 series,535i,sedan,automatic,wbanw1c51ac168020,ca,4,51630.0,gray,gray,remarketing by ge/manheim riverside,20100,18500,17-12-2014
2011,nissan,altima,2.5 s,sedan,automatic,1n4al2ap8bc151095,ca,38,100301.0,burgundy,black,santander consumer,7550,8400,18-12-2014
2011,nissan,leaf,sl,hatchback,automatic,jn1az0cp5bt008280,ca,36,31287.0,black,beige,nissan-infiniti lt,9725,11000,16-12-2014
2010,dodge,grand caravan,sxt,minivan,unknown,2d4rn5d18ar433746,ca,34,45512.0,silver,—,cal west motors,9925,9800,16-12-2014
2011,nissan,sentra,2.0 sr,sedan,automatic,3n1ab6ap1bl719179,ca,19,48887.0,silver,gray,wells fargo dealer services,7950,7800,26-12-2014
2011,toyota,land cruiser,base,suv,automatic,jtmhy7aj0b5011484,ca,47,44968.0,silver,gray,millennium cars,48200,45250,17-12-2014
2010,chevrolet,impala,ls,sedan,automatic,2g1wa5ek7a1212696,ca,36,134319.0,gray,gray,california auto finance,4100,4500,17-12-2014
2011,nissan,altima,2.5,sedan,automatic,1n4al2ap1bn501932,ca,28,55991.0,blue,black,nissan-infiniti lt,10300,10500,16-12-2014
2011,nissan,leaf,sl,hatchback,automatic,jn1az0cp0bt008655,ca,42,19621.0,—,gray,nissan-infiniti lt,10600,12000,16-12-2014
2011,nissan,sentra,2.0 s,sedan,automatic,3n1ab6ap8bl670529,ca,36,59597.0,blue,beige,nissan motor acceptance corporation,8350,9300,17-12-2014
2010,chevrolet,traverse,lt2,suv,automatic,1gnlrged5aj210202,ca,27,78175.0,beige,black,exeter finance corp,13900,12900,18-12-2014
2010,audi,q7,3.6 premium quattro,suv,unknown,wa1lyafe4ad000084,ca,34,27299.0,gray,—,remarketing by ge/manheim riverside,30400,29000,17-12-2014
2011,nissan,sentra,2,sedan,unknown,3n1ab6ap2bl623710,ca,33,45535.0,white,gray,remarketing by ge/manheim southern california,9000,7400,07-01-2015
2011,toyota,camry,le,sedan,automatic,4t4bf3ek7br162238,ca,26,49997.0,white,gray,skyhigh remarketing inc,10850,10750,17-12-2014
2010,chrysler,town,& country lx,unknown,automatic,2a4rr4dexar108511,ca,27,80174.0,white,gray,first investors servicing corp,7825,7500,16-12-2014
2011,toyota,camry,le,sedan,automatic,4t1bf3ek3bu227225,ca,28,37086.0,gold,gray,toyota scion of downtown la,11550,9250,07-01-2015
2010,bmw,3 series,328i,coupe,automatic,wbawv1c50ap123957,ca,23,47318.0,white,black,santander consumer,14800,14400,18-12-2014
2011,nissan,rogue,sv,suv,unknown,jn8as5mtxbw572133,ca,42,37400.0,gray,gray,nissan-infiniti lt,14900,14500,16-12-2014
2011,nissan,leaf,sl,hatchback,automatic,jn1az0cp9bt003289,ca,28,28736.0,black,gray,nissan-infiniti lt,9925,10500,17-12-2014
2011,ram,1500,st,quad cab,automatic,1d7rv1gt2bs518168,ca,44,101607.0,silver,black,motor city buick gmc,15350,17800,16-12-2014
2011,ram,1500,st,quad cab,automatic,1d7rb1gkxbs538250,ca,39,30647.0,red,gray,s/s auto wholesale,16250,14100,17-12-2014
2010,cadillac,cts,performance,sedan,automatic,1g6dm5ev2a0139509,ca,35,63796.0,black,black,concord honda,14600,14900,17-12-2014
2011,volvo,v50,t5 r-design,wagon,automatic,yv1672mw5b2637242,ca,38,56306.0,gray,black,northwestern chrys/j/d/ge,9250,8800,23-12-2014
2011,ram,1500,slt,quad cab,automatic,1d7rb1gp1bs624218,ca,41,97713.0,silver,—,american road leasing inc,12750,12250,17-12-2014
2010,chevrolet,camaro,ls,coupe,automatic,2g1fa1ev5a9196759,ca,27,65404.0,silver,black,fratelli investment group,12050,13500,17-12-2014
2010,bmw,1 series,128i,convertible,automatic,wbaun1c50avh82031,ca,44,19448.0,white,tan,aaero sweet company,18300,19000,17-12-2014
2011,nissan,murano,sv,suv,unknown,jn8az1mu6bw062780,ca,29,34892.0,black,black,nissan-infiniti lt,17400,15750,16-12-2014
2011,volkswagen,jetta,base,sedan,automatic,3vw2k7aj0bm377539,ca,1,33187.0,gray,black,vw credit,8075,6800,16-12-2014
2011,nissan,murano,sl,suv,unknown,jn8az1mu5bw066867,ca,38,21655.0,—,beige,nissan-infiniti lt,18900,20750,16-12-2014
2010,chevrolet,camaro,2lt,coupe,automatic,2g1fc1ev8a9128157,ca,28,91337.0,black,gray,santander consumer,12900,14200,15-01-2015
2011,toyota,prius,three,hatchback,automatic,jtdkn3du7b1369590,ca,34,41859.0,red,beige,toyota financial services,14750,15500,17-12-2014
2011,nissan,maxima,3.5 sv,sedan,automatic,1n4aa5apxbc862482,ca,43,30083.0,black,black,nissan-infiniti lt,17150,18000,16-12-2014
2011,nissan,murano,sv,suv,automatic,jn8az1mu7bw050850,ca,35,53770.0,gray,black,daimler daiichi corp,14500,15400,16-12-2014
2011,nissan,leaf,sl,hatchback,automatic,jn1az0cp8bt007656,ca,35,29377.0,black,beige,nissan-infiniti lt,10050,9500,21-01-2015
2011,volkswagen,jetta,se pzev,sedan,automatic,3vwdz7aj6bm372298,ca,32,60318.0,white,black,wells fargo dealer services,8975,7700,18-12-2014
2011,toyota,tacoma,prerunner v6,double cab,automatic,3tmju4gn9bm120560,ca,42,44257.0,white,gray,high bid trading co inc,21400,23000,17-12-2014
2011,nissan,maxima,3.5 sv,sedan,automatic,1n4aa5ap0bc846338,ca,33,31000.0,gray,black,nissan-infiniti lt,17100,18250,16-12-2014
2011,nissan,rogue,sv,suv,automatic,jn8as5mv1bw664216,ca,29,55481.0,silver,black,nissan-infiniti lt,14650,16500,16-12-2014
2011,toyota,avalon,base,sedan,automatic,4t1bk3db2bu404344,ca,27,74871.0,—,beige,ge fleet services for itself/servicer,15450,12500,14-01-2015
2010,acura,rdx,base,suv,automatic,5j8tb2h29aa005087,ca,28,80198.0,silver,beige,aaero sweet company,14150,14600,17-12-2014
2011,nissan,rogue,sv,suv,unknown,jn8as5mv4bw687487,ca,24,62156.0,black,gray,nissan-infiniti lt,14200,12500,16-12-2014
2011,nissan,versa,1.8 s,sedan,automatic,3n1bc1ap7bl358853,ca,33,52444.0,black,black,wells fargo dealer services,6550,7000,18-12-2014
2011,volkswagen,jetta,se pzev,sedan,automatic,3vwdz7aj7bm327502,ca,1,82644.0,—,black,vw credit,7675,6200,16-12-2014
2010,mercedes-benz,c-class,c350 sport,sedan,automatic,wddgf5gb2af430893,ca,34,88343.0,gray,—,apexcars net,13700,16300,17-12-2014
2010,honda,civic,ex,coupe,automatic,2hgfg1b87ah524355,ca,34,59970.0,white,gray,kearny pearson kia,8650,9600,17-12-2014
2010,ford,focus,se,sedan,automatic,1fahp3fn7aw200252,ca,27,80880.0,red,black,a l financial corporation,5950,6100,17-12-2014
2010,honda,civic,lx,sedan,automatic,19xfa1f56ae061667,ca,2,153354.0,gray,gray,california republic bank,5750,5600,17-12-2014
2010,ford,f-150,xl,regular cab,automatic,1ftmf1cw4aka89941,ca,2,140738.0,white,tan,enterprise fm exchange/tra/lease,4850,4100,23-12-2014
2010,ford,f-250 super duty,xl,supercab,automatic,1ftsx2b50aea59594,ca,28,107271.0,white,gray,remarketing by ge/ge capital solutions,9525,8750,16-12-2014
2010,dodge,grand caravan,sxt,minivan,automatic,2d4rn5d14ar210927,ca,19,120071.0,silver,black,jpmorgan chase bank n.a.,5950,4700,16-12-2014
2010,jeep,commander,limited,suv,automatic,1j4rh5gt1ac114015,ca,28,109977.0,black,black,premium auto wholesale,14250,10500,18-12-2014
2010,mercedes-benz,c-class,c300 sport,sedan,automatic,wddgf5eb0ar107976,ca,35,34107.0,black,black,hoehn motors inc,17050,16750,16-12-2014
2010,nissan,sentra,2,sedan,automatic,3n1ab6ap8al718867,ca,28,43729.0,silver,gray,gm financial,7800,9100,17-12-2014
2010,mini,cooper,base,hatchback,automatic,wmwmf3c58atz24109,ca,34,75265.0,red,—,corona auto wholesale inc,7925,8600,16-12-2014
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h6xab026116,ca,33,82376.0,silver,gray,myrddin fleet services,15050,13500,17-12-2014
2010,honda,accord,lx-p,sedan,automatic,1hgcp2f47aa092364,ca,35,120844.0,silver,black,ahfc/honda lease trust/hvt  inc.,8400,8800,18-12-2014
2010,nissan,xterra,x,suv,automatic,5n1an0nw6ac502199,ca,34,149497.0,red,—,mercedes benz of san francisco,6950,6300,17-12-2014
2010,ford,taurus,limited,sedan,automatic,1fahp2fw9ag154548,ca,34,108617.0,black,black,rock honda,9725,7500,18-12-2014
2010,jeep,patriot,sport,suv,automatic,1j4nt2ga8ad560425,ca,28,96810.0,black,black,cig financial,6100,5800,17-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad5au179821,ca,38,60631.0,black,gray,hyundai motor finance,6550,7700,16-12-2014
2010,toyota,rav4,sport,suv,automatic,jtmwf4dv0ad016232,ca,37,76648.0,gray,black,corona auto wholesale inc,13350,13900,16-12-2014
2010,kia,rio,base,sedan,unknown,knadh4a36a6687779,ca,34,110873.0,black,—,lancaster honda,4925,3600,16-12-2014
2010,mini,cooper,base,convertible,automatic,wmwmr3c55atu98399,ca,41,25601.0,red,black,barber honda,12400,12250,23-12-2014
2010,nissan,altima hybrid,base,sedan,automatic,1n4cl2apxac121099,ca,26,82088.0,silver,black,santander consumer,9950,8800,18-12-2014
2010,infiniti,g37 convertible,base,g37 convertible,automatic,jn1cv6fe6am354865,ca,46,25212.0,black,gray,nissan infiniti lt,22000,24750,18-12-2014
2010,volkswagen,cc,sport pzev,sedan,manual,wvwnp7an9ae564559,ca,1,102667.0,—,beige,vw credit,7750,4700,16-12-2014
2010,nissan,frontier,se,crew cab,automatic,1n6ad0er9ac419400,ca,28,160351.0,silver,gray,bmw alphera/alphera financial services,9525,8500,23-12-2014
2010,ford,expedition,el limited,suv,automatic,1fmjk1k56aeb68769,ca,39,89856.0,black,black,skyhigh remarketing inc,18550,18600,17-12-2014
2010,ford,focus,se,sedan,manual,1fahp3fn3aw205447,ca,38,90395.0,white,black,jpmorgan chase bank n.a.,5675,5400,18-12-2014
2010,mazda,mazda3,s sport,sedan,automatic,jm1bl1s67a1132403,ca,19,73406.0,white,black,jpmorgan chase bank n.a.,8225,7000,16-12-2014
2010,ford,taurus,sel,sedan,unknown,1fahp2ew6ag123324,ca,28,110184.0,black,black,exeter finance corp,9475,7000,18-12-2014
2010,ford,escape,limited,suv,automatic,1fmcu0eg8akb92972,ca,19,86804.0,black,beige,remarketing by ge/manheim southern california,9425,6700,18-12-2014
2009,acura,mdx,base,suv,automatic,2hnyd28859h509923,ca,42,100258.0,white,tan,nvp remarketing,18550,18250,16-12-2014
2010,nissan,sentra,2,sedan,unknown,3n1ab6ap5al604812,ca,2,65609.0,—,gray,nissan motor acceptance corporation,7000,5750,16-12-2014
2010,lincoln,mkt,base,wagon,automatic,2lmhj5fr6abj13406,ca,32,99656.0,burgundy,black,tycon enterprises,12350,12400,20-01-2015
2010,toyota,sequoia,platinum,suv,automatic,5tdyy5g12as028002,ca,3,67475.0,black,gray,premium auto wholesale,26700,24500,19-02-2015
2010,jeep,wrangler,unlimited sport,suv,automatic,1j4ba3h11al179700,ca,34,66137.0,silver,gray,dtg operations inc,20600,19200,26-02-2015
2010,nissan,altima,3.5 sr,sedan,automatic,1n4bl2apxan509451,ca,2,53207.0,black,black,jpmorgan chase bank n.a.,11300,9600,18-12-2014
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h60ab063188,ca,24,68318.0,black,gray,eddies memories,14700,13250,06-01-2015
2010,honda,accord,lx-p,sedan,automatic,1hgcp2f47aa191346,ca,2,47601.0,gray,black,ahfc/honda lease trust/hvt  inc.,10350,10300,18-12-2014
2009,acura,tl,sh-awd,sedan,automatic,19uua96579a005646,ca,38,69666.0,blue,beige,premium auto wholesale,16350,18200,26-12-2014
2010,ford,e150,cargo commercial,unknown,automatic,1ftne1ew2adb02761,ca,33,237880.0,white,gray,ford motor credit company llc,5150,6800,18-12-2014
2010,volkswagen,gti,pzev,hatchback,manual,wvwed7aj0aw068954,ca,36,104035.0,black,black,honda of pasadena,9675,9200,16-12-2014
2010,toyota,camry,le,sedan,automatic,4t1bf3ek9au565114,ca,26,105802.0,white,gray,aaero sweet company,8225,9000,17-12-2014
2010,mercedes-benz,gl-class,gl450 4matic,suv,automatic,4jgbf7be8aa573051,ca,34,57483.0,black,black,mercedes benz of laguna niguel,26700,26250,17-12-2014
2010,ford,e350,club wagon,unknown,automatic,1fdss3bl0ada72723,ca,28,93282.0,white,gray,vpsi  inc,11450,8250,17-12-2014
2010,toyota,corolla,s,sedan,automatic,1nxbu4ee8az281513,ca,29,41304.0,white,black,gm financial,9475,10300,17-12-2014
2010,mazda,mazda3,i touring,sedan,unknown,jm1bl1sg3a1163933,ca,27,117982.0,gray,black,jpmorgan chase bank n.a.,4750,5500,16-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f3xaa176069,ca,2,71443.0,silver,black,jpmorgan chase bank n.a.,9325,10000,18-12-2014
2010,unknown,unknown,unknown,unknown,automatic,2fabp7bv5ax113795,ca,2,64124.5,white,black,enterprise fm exchange/tra/lease,3700,2200,27-01-2015
2010,toyota,tundra,tundra grade,crewmax cab,automatic,5tfey5f18ax094617,ca,26,86735.0,white,beige,david wilsons villa ford,18600,18000,18-12-2014
2010,jeep,wrangler,unlimited sport,suv,automatic,1j4ba3h12al210159,ca,29,62594.0,red,gray,dtg operations inc,19500,17500,17-12-2014
2010,subaru,forester,2.5x,suv,unknown,jf2sh6bc1ah911647,ca,34,89565.0,unknown,unknown,walters auto sales/service inc,10100,10000,16-12-2014
2010,mercedes-benz,s-class,s550,sedan,automatic,wddng7bbxaa350858,ca,39,33638.0,black,brown,mercedes-benz financial services,37000,38000,18-12-2014
2010,mercedes-benz,e-class,e350,sedan,automatic,wddhf5gbxaa253575,ca,31,61131.0,black,black,jpmorgan chase bank n.a.,21500,23250,18-12-2014
2010,lincoln,mkx,base,suv,automatic,2lmdj6jc3abj24595,ca,38,42774.0,white,black,galpin ford studio rentals,17600,17500,16-12-2014
2010,mazda,mazda3,s grand touring,sedan,automatic,jm1bl1s69a1156668,ca,41,65910.0,black,black,first commonwealth fcu,8175,11000,16-12-2014
2010,ford,f-150,xl,supercab,automatic,1ftex1cw2ake55543,ca,1,87443.0,silver,beige,wells fargo dealer services,10500,8600,16-12-2014
2010,mercedes-benz,s-class,s600,sedan,automatic,wddng7gb8aa357218,ca,36,41155.0,black,black,inter auto trade inc,48600,47000,18-12-2014
2010,honda,civic,lx,sedan,automatic,19xfa1f59ae036813,ca,23,64175.0,white,beige,jpmorgan chase bank n.a.,8525,8100,18-12-2014
2010,mercedes-benz,s-class,s600,sedan,automatic,wddng7gb7aa321374,ca,46,51023.0,—,black,mercedes-benz usa,45100,40000,15-01-2015
2010,toyota,corolla,le,sedan,automatic,jtdbu4ee8a9117993,ca,25,38491.0,silver,gray,wells fargo dealer services,8850,11100,18-12-2014
2009,acura,mdx,base,suv,automatic,2hnyd28789h520812,ca,28,126411.0,silver,beige,farm credit leasing exchange inc,14750,13000,04-02-2015
